"","nom","nb_arbre","duree","nb_jour","poi_count","ligne_count","poly_count"
"1828","CoyoteCrafty",2,0,1,2,0,7
"1829","DameGizzi",2,0,1,4,0,3
"1830","Damien Gingreau",2,38,2,30,3,29
"1831","danjin",2,0,1,4,0,17
"1832","danny__kay",2,16,2,21,3,49
"1833","dforsi",2,198,2,20,1,26
"1834","didda27",2,0,1,5,0,4
"1835","dmadrisan",2,0,1,9,1,6
"1836","DomBon",2,25,2,144,58,273
"1837","e2i-ESGT-g1",2,0,1,24,0,17
"1838","EcolieuJeanot",2,0,1,2,0,4
"1839","emmanuelleFA",2,0,1,29,1,714
"1840","Emmece",2,213,2,25,1,128
"1841","Ergo Test GUI",2,0,1,2,0,0
"1842","Eric S",2,0,1,3397,2853,1475
"1843","Facemusster",2,0,1,2,0,4
"1844","fandji",2,38,2,1237,0,1518
"1845","fganz",2,0,1,63,5,7
"1846","FILY",2,0,1,59,0,31
"1847","Florent_A",2,1,2,81,4,236
"1848","FLOSTRUMMER",2,0,1,8,0,12
"1849","Francois Audirac",2,0,1,103,113,5549
"1850","freethemap12",2,0,1,5,0,14
"1851","Gabanad",2,70,2,174,108,50
"1852","GabrielV",2,484,2,282,4,292
"1853","Ganesh61",2,13,2,2130,76,30704
"1854","garikjanzara",2,3,2,2,0,0
"1855","Gaspard Le Gall",2,0,1,69,6,29
"1856","gentooboontoo",2,0,1,24,0,3
"1857","GeoBoris",2,210,2,469,6,1265
"1858","ghis04",2,7,2,237,7,92
"1859","GILHODES",2,0,1,2,0,1
"1860","gpermant",2,0,1,193,11,26
"1861","guenz",2,0,1,28,2,416
"1862","Gullich",2,0,1,3,1,59
"1863","Harald Komposch",2,0,1,13,12,128
"1864","Hedaja",2,719,2,279,8,551
"1865","HerrT",2,0,1,8,0,10
"1866","Herve5",2,1121,2,75,37,22
"1867","Idéfix:)",2,0,1,11,0,4
"1868","imxgo",2,1,2,605,73,1541
"1869","indeko",2,0,1,11,0,33
"1870","jaamkaal",2,0,1,19,0,0
"1871","jcadart",2,0,1,17,1,159
"1872","Jean-Marc Gailis",2,0,1,89,0,30
"1873","Jeremie Lutz",2,0,1,4,0,0
"1874","Jerome37",2,0,1,2,0,19
"1875","jetztmib",2,0,1,180,57,89
"1876","jmdesp",2,0,1,15,1,0
"1877","jo2929",2,0,1,20669,1540,11960
"1878","joel MFR",2,1,2,61,6,350
"1879","JP Guido",2,0,1,95,3,25
"1880","Julien JPK",2,0,1,143,0,8
"1881","jvmbravo",2,0,1,3,0,0
"1882","khris78",2,327,2,1159,3,1441
"1883","labodé",2,0,1,6,0,16
"1884","Laumap",2,0,1,14,1,56
"1885","Laurent Pirotte",2,0,1,12,0,71
"1886","Laurent46200",2,0,1,226,3,172
"1887","LevAnthony",2,406,2,416,69,717
"1888","Lionel ROTA",2,191,2,667,40,3123
"1889","llemfd732",2,0,1,543,1,966
"1890","Loïc Maing",2,0,1,70,16,166
"1891","lool_lauris",2,0,1,2,0,0
"1892","louravigavato",2,0,1,4,0,5
"1893","ltougne",2,0,1,2,0,0
"1894","ma~",2,595,2,24,25,72
"1895","Maï H",2,0,1,5,0,4
"1896","Marco_45",2,0,1,169,4,504
"1897","Marsu",2,0,1,35,0,23
"1898","Mathieu - FFMC90",2,1,2,67,0,3
"1899","matmatlematou",2,85,2,1153,626,15942
"1900","Matt bar",2,0,1,13,0,1
"1901","MatthieuS",2,0,1,15,0,9
"1902","MaylisDBDS",2,0,1,2,0,3
"1903","MC ANDRE",2,0,1,7,0,3
"1904","Mithangers",2,0,1,146,0,384
"1905","mobik6",2,0,1,3,0,0
"1906","moltes74",2,303,2,4,0,19
"1907","MosKartograf",2,0,1,13,7,64
"1908","MVekony",2,0,1,17,1,27
"1909","N47H4L!3",2,0,1,24,0,15
"1910","Naphi",2,980,2,359,122,539
"1911","Nicolas Chavent",2,752,2,3,0,0
"1912","NicolasMique",2,283,2,150,19,309
"1913","nicor73",2,740,2,327,22,94
"1914","nrabe",2,0,1,2,0,0
"1915","o-TO",2,7,2,22,0,121
"1916","Old-hiker",2,1,2,107,28,3155
"1917","olivbd",2,0,1,40,0,173
"1918","olvagor",2,0,1,23,0,114
"1919","openmarcel",2,0,1,18,0,39
"1920","opotard",2,0,1,2,0,55
"1921","OriCo",2,0,1,11,0,1
"1922","orklah",2,0,1,4746,41,415
"1923","oscarrazu",2,0,1,25,0,3335
"1924","palimpadum",2,640,2,245,91,312
"1925","paul seite",2,0,1,26,0,3
"1926","peter_osm",2,0,1,25,56,387
"1927","Peyooo",2,0,1,9,0,4
"1928","pg66osm",2,0,1,177,53,94
"1929","Pieuchni",2,0,1,178,0,191
"1930","piotrS",2,0,1,5,0,2
"1931","R0bst3r",2,413,2,138,6,74
"1932","Radu Mihnea",2,0,1,45,0,7
"1933","ramonz",2,0,1,57,1,10
"1934","Raoul Ferey",2,0,1,11,3,22
"1935","RaphB",2,0,1,6,0,23
"1936","raymond chanelliere",2,0,1,11,0,5
"1937","rdelassus",2,181,2,2,0,0
"1938","robert_formation",2,0,1,7,2,1
"1939","Ronan BD",2,0,1,5,0,21
"1940","rudolfdermapper",2,16,2,313,1,45
"1941","sabrina10",2,0,1,2,0,0
"1942","SANDMATH",2,0,1,2,0,0
"1943","SariSari",2,0,1,112,15,13
"1944","Sébastien Donato",2,0,1,7,0,36
"1945","Sekoï",2,0,1,5,0,0
"1946","Sergemang",2,0,1,4,0,2
"1947","Serpico",2,0,1,250,69,122
"1948","sgeorge",2,0,1,2,0,2
"1949","sillon",2,0,1,389,33,219
"1950","Skyman",2,0,1,9,0,47
"1951","spacebutcher",2,0,1,2,0,46
"1952","SpoonyM",2,108,2,369,27,136
"1953","stef06",2,0,1,28,0,17
"1954","storta",2,0,1,4,0,17
"1955","swift11",2,12,2,30,6,84
"1956","sylvainleclerc",2,0,1,11,0,11
"1957","taharepa",2,0,1,2,0,0
"1958","teasu",2,345,2,99,18,107
"1959","thbz",2,433,2,2085,12,304
"1960","thito",2,0,1,4,0,0
"1961","thonolan06",2,0,1,4,0,0
"1962","Tigre-Bleu",2,60,2,435,37,9293
"1963","Timothée Goguely",2,0,1,18,0,1
"1964","titom7676",2,0,1,14,0,12
"1965","tom2626",2,0,1,3,0,1
"1966","Tonny33",2,0,1,15,0,93
"1967","tostaky56",2,0,1,20,0,23
"1968","touraille",2,0,1,2,0,1
"1969","Veomap",2,0,1,5,0,5
"1970","Vincnet41",2,1335,2,135,38,470
"1971","vinz1789",2,19,2,295,0,146
"1972","Vlad",2,0,1,3007,953,104098
"1973","Wawan74",2,0,1,26,1,14
"1974","Willem1",2,0,1,12,1,308
"1975","Xav",2,0,1,308,6,4212
"1976","XM-Franz",2,0,1,2,0,4
"1977","Yann Dubois",2,0,1,6,0,1
"1978","YohanRamos",2,132,2,8,0,20
"1979","yvanoé",2,1,2,461,8,522
"1980","z_i_g_o",2,0,1,3,0,7
"1981","zlorg",2,0,1,3,0,33
"1982","_NG_",1,0,1,92,2,2
"1983","_Victor_",1,0,1,13,0,1
"1984","-ad-",1,0,1,76,6,262
"1985","10an00",1,0,1,19,17,75
"1986","16pide",1,0,1,4,0,2
"1987","24nus",1,0,1,24,1,4
"1988","abahli",1,0,1,9,2,59
"1989","Abasusa",1,0,1,13727,164,21253
"1990","Abigaëlle",1,0,1,1,0,0
"1991","Ad_le_cantalou",1,0,1,36,5,4
"1992","Adava - Anthony",1,0,1,49,17,3
"1993","Adrian 2",1,0,1,854,532,770
"1994","Adrien G",1,0,1,3135,709,3894
"1995","agab29",1,0,1,373,66,374778
"1996","Agenda21 Watten",1,0,1,21,2,7
"1997","Agnès S",1,0,1,1,0,1
"1998","Ainitak",1,0,1,63,1,291
"1999","akaragiannis",1,0,1,1,0,0
"2000","Akuma06",1,0,1,4,0,5
"2001","AlbertoPinho",1,0,1,1,0,0
"2002","Albin Gasparetto",1,0,1,28,16,164
"2003","alcidejet",1,0,1,4,0,1
"2004","Ale_Zena_IT",1,0,1,637,4,205
"2005","Alex17350J",1,0,1,2,4,12
"2006","Alex69960",1,0,1,1,0,0
"2007","Alexandre Chabran",1,0,1,230,12,594
"2008","Alexis Subias",1,0,1,5,0,0
"2009","Alexltp",1,0,1,1,0,1
"2010","Alexousou",1,0,1,1,0,1
"2011","Alice Boucher",1,0,1,1,0,0
"2012","Alisha12",1,0,1,1,0,2
"2013","Alison24",1,0,1,25,0,45
"2014","altamyr",1,0,1,3,0,11
"2015","Alyptica",1,0,1,49,0,46403
"2016","amandine-s",1,0,1,42,0,7
"2017","Ambassadeur tri selectif",1,0,1,6,0,3
"2018","amfo",1,0,1,2,0,3
"2019","Anaguiros",1,0,1,25,0,47
"2020","anamure",1,0,1,5,0,0
"2021","andré Labat",1,0,1,23,0,1
"2022","Andreeeee",1,0,1,2,0,2
"2023","andygol",1,0,1,31,31,104
"2024","Anne-Line T&C",1,0,1,6,0,3
"2025","antoine hfr lbc",1,0,1,1,0,3
"2026","APDA33-5",1,0,1,13,0,10
"2027","apollinaire",1,0,1,15091,8,22173
"2028","Archibald Auxiliaire",1,0,1,119,2,4808
"2029","Aristoi",1,0,1,262,40,270
"2030","Arnaud82fr",1,0,1,155,42,3213
"2031","Arpitan",1,0,1,12,0,6
"2032","Art Penteur",1,0,1,2082,582,4766
"2033","ArthurC",1,0,1,53,1,8198
"2034","arttle",1,0,1,114,4,4
"2035","asa800",1,0,1,6,0,2
"2036","asdffdsa111",1,0,1,9,0,10
"2037","aseerel4c26",1,0,1,8,0,17
"2038","atchoum56",1,0,1,9,0,9
"2039","attik",1,0,1,5,0,0
"2040","Aufräumer",1,0,1,87,31,913
"2041","Auliat-Stroumpf",1,0,1,2,0,4
"2042","Aurélie ",1,0,1,139,8,1534
"2043","Aymeric P",1,0,1,68,0,8
"2044","babab50",1,0,1,11,0,0
"2045","baleineaux",1,0,1,3756,673,9555
"2046","baprischka",1,0,1,535,10,317
"2047","Barmanoo",1,0,1,4,1,19
"2048","batiments",1,0,1,2,0,0
"2049","bb09",1,0,1,454,0,0
"2050","Béarnaise",1,0,1,88,2,43
"2051","ben51084",1,0,1,1,0,0
"2052","BENJ79",1,0,1,68,2,13
"2053","Benmotovélo",1,0,1,35,1,63
"2054","Bernard VALTON",1,0,1,52,0,159
"2055","Bernd Lohrum",1,0,1,15,4,73
"2056","Bernie454",1,0,1,75,0,19
"2057","Betty02",1,0,1,8,1,1
"2058","bigaut",1,0,1,1,0,0
"2059","bilbo129",1,0,1,1,0,25
"2060","Bjetzer",1,0,1,1,0,0
"2061","blno",1,0,1,163,16,251
"2062","Bonbadil",1,0,1,713,172,614
"2063","Bonzoir",1,0,1,21,0,8
"2064","Border-Collie",1,0,1,9,0,18
"2065","bouchra_boubou",1,0,1,1,0,2
"2066","Bragalou",1,0,1,3,1,2
"2067","BrBr",1,0,1,357,42,489
"2068","Brice Maussang",1,0,1,7,1,2
"2069","Brichton",1,0,1,5,1,17
"2070","brigitte gregoire",1,0,1,18,0,196
"2071","bubix",1,0,1,24,0,11
"2072","Bunny-Le-Lub",1,0,1,56,15,229
"2073","Burol",1,0,1,14,1,1
"2074","caci_",1,0,1,215,0,16
"2075","Cahuet86",1,0,1,2,0,2
"2076","calfarome",1,0,1,20,213,15
"2077","Calis",1,0,1,2,0,1
"2078","CaluPeaceMaker",1,0,1,19,0,1
"2079","Camille_D",1,0,1,16,0,4
"2080","Captain47",1,0,1,18510,1687,53657
"2081","CapValentin",1,0,1,1,0,2
"2082","carrotblasphemy",1,0,1,1,0,44
"2083","cartoclapiers",1,0,1,52,0,10
"2084","CartoDan",1,0,1,105,6,246
"2085","catrin r",1,0,1,31,6,0
"2086","CAZIER",1,0,1,7,0,0
"2087","cdavila",1,0,1,567,79,258
"2088","Cebderby",1,0,1,70,116,44
"2089","Cédric Houssier",1,0,1,1,0,2
"2090","Cédric KN Nièvre",1,0,1,238,4,542
"2091","cephide",1,0,1,17,2,49
"2092","cgau",1,0,1,1,0,2
"2093","cgu66",1,0,1,37,0,38
"2094","Chouchen22",1,0,1,46,1,55
"2095","Chouloute",1,0,1,336,15,45270
"2096","chris boucher",1,0,1,5,1,16
"2097","Chris Clemson",1,0,1,239,4,170
"2098","chris38",1,0,1,1753,7,550
"2099","Christian Karrié",1,0,1,3,0,4
"2100","Christine_E",1,0,1,1,3,0
"2101","Christophe Gruwier",1,0,1,1,0,41
"2102","CHRISTOPHE JOUATEL",1,0,1,3,0,5
"2103","Christophe55",1,0,1,3,7,337
"2104","christopherepflwillcocks",1,0,1,1,0,0
"2105","christophmerz",1,0,1,1,0,10
"2106","Christouf0676",1,0,1,744,62,268
"2107","cichlid",1,0,1,90,2,180
"2108","cjpc95",1,0,1,124,29,1404
"2109","Claire D'ARCO",1,0,1,1,0,0
"2110","claire m",1,0,1,1,0,1
"2111","Clément OLALAINTY",1,0,1,32,0,3
"2112","clement35",1,0,1,11,6,27
"2113","clicgauche",1,0,1,119,2,141
"2114","cm68410",1,0,1,1096,7,965
"2115","cmvs",1,0,1,161,8,401
"2116","CNico",1,0,1,1,0,1
"2117","CoasterStudios",1,0,1,15,0,13
"2118","coco33",1,0,1,444,50,6436
"2119","CocoEnBuisson",1,0,1,318,82,4365
"2120","collegeSME2",1,0,1,16,0,17
"2121","cookiejar",1,0,1,16,0,1
"2122","Coralie le bian",1,0,1,81,3,93
"2123","Corneel Van der Cruyssen",1,0,1,2,0,37
"2124","Corneto",1,0,1,398,9,228
"2125","CycleStreets",1,0,1,3,0,2
"2126","Cz ja",1,0,1,1,0,20
"2127","dadavidov",1,0,1,51,11,3
"2128","Dadtran",1,0,1,8,0,0
"2129","Daffy73",1,0,1,1,0,2
"2130","daModdin",1,0,1,1,0,0
"2131","Daniele_G",1,0,1,4,0,7
"2132","Data Respublica",1,0,1,5,0,8
"2133","daugetmerlin",1,0,1,3,0,0
"2134","davedavedave",1,0,1,86,75,386
"2135","David Lacroix",1,0,1,11,0,15
"2136","david1824",1,0,1,9,0,1
"2137","David9999",1,0,1,1,0,0
"2138","daviddelon",1,0,1,128,10,3595
"2139","Dd-90",1,0,1,5,15,18
"2140","de LABRUSSE Olivier",1,0,1,11,0,23
"2141","Deadloks",1,0,1,3,0,0
"2142","debimax",1,0,1,3,0,5
"2143","Delecolo",1,0,1,4,0,4
"2144","DelGrafo",1,0,1,445,2,251
"2145","Denis des Clayes",1,0,1,37,12,297
"2146","Denis Montange",1,0,1,3,0,4
"2147","Département44_DI",1,0,1,15,275,2
"2148","detbar",1,0,1,133,0,40
"2149","Digitalyse - Webmarketing",1,0,1,1,0,1
"2150","Digowan",1,0,1,1,0,0
"2151","DimitriMar",1,0,1,6,13,4
"2152","djailledie",1,0,1,3,0,2
"2153","DjiBee",1,0,1,23,4,2
"2154","Djoule42",1,0,1,44,12,121
"2155","dkunce",1,0,1,1,0,4
"2156","DLichti",1,0,1,385,250,205
"2157","dmassiot",1,0,1,247,516,29
"2158","dmlu",1,0,1,768,94,4661
"2159","Doc_Four",1,0,1,11,0,6
"2160","DoDoMR",1,0,1,9,0,3
"2161","DOLPat",1,0,1,338,61,60
"2162","Domival",1,0,1,4,0,2
"2163","Donald2001",1,0,1,2,9,3
"2164","doudal",1,0,1,4,0,23
"2165","DR01330",1,0,1,1,0,2
"2166","drefa",1,0,1,3,0,0
"2167","Dreytte",1,0,1,4,0,6
"2168","drijvis2",1,0,1,3,0,24
"2169","Earil",1,0,1,22,22,22
"2170","Ecololoco",1,0,1,2,3,0
"2171","Edge56",1,0,1,49,13,4
"2172","Eikichi",1,0,1,3,0,0
"2173","EinEngener",1,0,1,260,5,132
"2174","einshochdrei",1,0,1,13,0,21
"2175","El Tonio",1,0,1,1,0,0
"2176","EliziR",1,0,1,573,169,2999
"2177","Elsalac",1,0,1,1,0,1
"2178","emilie51",1,0,1,7,0,8
"2179","emmanuelalex",1,0,1,358,7,69
"2180","emvee",1,0,1,35,9,3919
"2181","EnterChallenger",1,0,1,33,4,22
"2182","eo44",1,0,1,937,0,3
"2183","Er Ho",1,0,1,27,0,8
"2184","Erànàë",1,0,1,477,82,174
"2185","Eric Latarche",1,0,1,4,0,8
"2186","erichiseli",1,0,1,3,0,2
"2187","erlanic",1,0,1,92,8,11
"2188","ernestito",1,0,1,8,0,0
"2189","escaravailles",1,0,1,1,0,0
"2190","EtienneChoveBot",1,0,1,5187,1002,23925
"2191","Etincelle57",1,0,1,5,0,0
"2192","EtoileDuTigre",1,0,1,1,0,1
"2193","Fabrice Régnier",1,0,1,39,0,3
"2194","FABRICE972",1,0,1,1,0,581
"2195","FabriceLalinea",1,0,1,1,0,3
"2196","FAnheuser",1,0,1,42,0,17
"2197","FBA42",1,0,1,32,0,6
"2198","Felix Zollinger",1,0,1,2,0,15
"2199","ffwill",1,0,1,50,16,54
"2200","Flo63000",1,0,1,6,105,55
"2201","floch30",1,0,1,30,0,1
"2202","floflo1033",1,0,1,380,209,143
"2203","Floflow",1,0,1,313,0,121
"2204","Florent972",1,0,1,2167,2000,300
"2205","floscher",1,0,1,66,66,77
"2206","FMB",1,0,1,124,2,23
"2207","Fod",1,0,1,22,3,13
"2208","fox62",1,0,1,33,2,32
"2209","Francis Sohier",1,0,1,24,0,0
"2210","frankthetankk",1,0,1,1,0,0
"2211","Fransuisse",1,0,1,14,0,23
"2212","fraydh29",1,0,1,1062,258,1186
"2213","fredbelin",1,0,1,4,0,2
"2214","fredecrillon",1,0,1,2,0,0
"2215","fredjunod",1,0,1,40,3,405
"2216","Freezed",1,0,1,91,27,140
"2217","frouil",1,0,1,4,0,4
"2218","funflash",1,0,1,13,5,18
"2219","fxpa",1,0,1,2,0,4
"2220","g35",1,0,1,11,2,51
"2221","Gaelle Giffard",1,0,1,2,0,1
"2222","GarenKreiz",1,0,1,132,11,256
"2223","Gaurozauron",1,0,1,3,0,3
"2224","gauzila",1,0,1,1,0,2
"2225","GCN",1,0,1,297,40,3995
"2226","Ged F",1,0,1,2,0,0
"2227","Gege089",1,0,1,2,0,0
"2228","Geocabs",1,0,1,16,8,11
"2229","Geomage",1,0,1,1,0,0
"2230","Georges62",1,0,1,36,12,56
"2231","GERALD DELARUE",1,0,1,26,4,476
"2232","Gérard TINDILLIERE",1,0,1,1,0,18
"2233","GerdP",1,0,1,336,26,366
"2234","Gisa Iheid",1,0,1,3,0,3
"2235","GLouise",1,0,1,9,0,0
"2236","gnoomnet",1,0,1,13,2,12
"2237","Gnuyo",1,0,1,261,46,10443
"2238","GobbaF",1,0,1,5,1,3820
"2239","gounnite",1,0,1,97,0,113
"2240","Gouzy",1,0,1,173,425,153
"2241","Greta Ducasse",1,0,1,15,0,1
"2242","Grondin",1,0,1,1040,68,5201
"2243","GRUBERND",1,0,1,15,0,6
"2244","gsperb",1,0,1,19,1,280
"2245","Guillaume BÉNIT",1,0,1,22,4,16
"2246","Guillaume CHILLOUX",1,0,1,3,0,8
"2247","Guillaume QUERE",1,0,1,6,0,0
"2248","gwengsm",1,0,1,1,0,0
"2249","h_i_",1,0,1,52,2,23
"2250","hanscardoen",1,0,1,2,0,0
"2251","hanstrapp_",1,0,1,101,40,1413
"2252","Hartz Beltza",1,0,1,231,88,164
"2253","hassan",1,0,1,3,0,0
"2254","Havok Novak",1,0,1,5,0,3
"2255","hcourtois",1,0,1,6,0,5
"2256","Heelodel",1,0,1,4,9,4
"2257","HeinerSchaefer",1,0,1,2566,44,317
"2258","Hele",1,0,1,174,9,36
"2259","henrysecond",1,0,1,7,5,50
"2260","HGSandhagen",1,0,1,5,0,39
"2261","highflyer74",1,0,1,69,2,61
"2262","HoloDuke",1,0,1,894,21,297
"2263","howardw",1,0,1,113,17,119
"2264","htctest",1,0,1,1,0,0
"2265","Huaka",1,0,1,41,23,49
"2266","huohw%5pqefhewq[ojmfq]w",1,0,1,1279,133,1765
"2267","igel44",1,0,1,15,1,221
"2268","Inesol",1,0,1,1,0,1
"2269","IoanAp",1,0,1,554,22,400
"2270","ionosphere_ekylibre",1,0,1,3,0,21
"2271","Jacky-67",1,0,1,146,1,1075
"2272","Jacques Foucry",1,0,1,67,20,3
"2273","jagaia",1,0,1,1,0,4
"2274","jaki9",1,0,1,1,0,0
"2275","Jardinier13",1,0,1,4,1,162
"2276","Jazzzz",1,0,1,22,0,1866
"2277","jb-bruno",1,0,1,22,0,0
"2278","JB-hot",1,0,1,88,0,44
"2279","jbbvb",1,0,1,21,70,1
"2280","jclevenne",1,0,1,13,0,1011
"2281","jcphal",1,0,1,10697,530,50854
"2282","jdbonjour",1,0,1,2,0,4
"2283","Jean-François Jestin",1,0,1,331,1,133
"2284","Jean-Léandre",1,0,1,1,1,196
"2285","Jean-Noël Pédeutour",1,0,1,12,3,47
"2286","jeffou2A",1,0,1,12,0,1
"2287","jeremy13700",1,0,1,2,0,58
"2288","jeroenrozema74",1,0,1,289,10,266
"2289","Jerome Bernardes",1,0,1,16,1,44
"2290","Jerome____",1,0,1,255,79,174
"2291","Jese40",1,0,1,15,0,9
"2292","JFA69",1,0,1,1,0,0
"2293","JFKimports",1,0,1,561,203,576289
"2294","JG03",1,0,1,6,76,126
"2295","Jimmy “The-Jim-30” Vélo",1,0,1,1,0,0
"2296","Jipo",1,0,1,249,21,110
"2297","jluc95240",1,0,1,954,314,494
"2298","JM-BREYSSE",1,0,1,2,0,4
"2299","Jmerice",1,0,1,1,0,0
"2300","JMi",1,0,1,10,0,15
"2301","Jnzero",1,0,1,89,6,111
"2302","Jocelyn Delalande",1,0,1,125,26,94
"2303","joe_d5",1,0,1,54,2,13
"2304","Joël Bremond",1,0,1,4,0,8
"2305","Johanni08",1,0,1,1,0,16
"2306","Johnny Carlsen",1,0,1,1,0,1
"2307","johsin18-import-geodaten-basel-stadt",1,0,1,7065,54,3163
"2308","jojo313",1,0,1,25,3,47
"2309","Jojo4u",1,0,1,128,97,41
"2310","jojolebestof",1,0,1,182,212,708
"2311","jonasoesch",1,0,1,2,0,0
"2312","joost schouppe",1,0,1,171,26,155
"2313","Joram",1,0,1,10,1,10
"2314","Jörg Starke",1,0,1,2,0,12
"2315","Jos_S",1,0,1,261,0,12
"2316","Jossth",1,0,1,19,0,15
"2317","JP CASSOU",1,0,1,201,32,1375
"2318","jpegaze",1,0,1,117,15,3816
"2319","jpgon",1,0,1,4,0,9
"2320","jr20257",1,0,1,13,5,150
"2321","ju2392",1,0,1,5,0,14
"2322","Ju45230",1,0,1,76,2,106
"2323","Juanif",1,0,1,8,0,2
"2324","juhanjuku",1,0,1,8,2,5
"2325","juju740",1,0,1,1,0,0
"2326","jukes",1,0,1,11,2,9
"2327","Julie Pic",1,0,1,15,0,14
"2328","Julien Pilette",1,0,1,50,0,69
"2329","JulienV",1,0,1,41,2,85
"2330","julizrk",1,0,1,38,0,26
"2331","julm",1,0,1,4,0,314
"2332","Juluan",1,0,1,3,0,48
"2333","justOsm",1,0,1,29,0,7
"2334","JY56890",1,0,1,331,35,1673
"2335","JYLC",1,0,1,1,1,0
"2336","kamo_negitoro",1,0,1,25,1,1
"2337","Karlograf",1,0,1,367,21,360
"2338","kartler175",1,0,1,158,0,69
"2339","Kasshyss",1,0,1,2,0,1
"2340","KeinePanik",1,0,1,7,178,21
"2341","kelian8",1,0,1,63,2,232
"2342","Kevin Foisnet",1,0,1,32,2,85
"2343","Khalil_J",1,0,1,809,1,39
"2344","Kilimandjaro",1,0,1,2,0,3
"2345","kippik999",1,0,1,11,0,1
"2346","kopacabana",1,0,1,54,132,2567
"2347","Krapauflingueur",1,0,1,5,0,0
"2348","kroutchev",1,0,1,34,17,269
"2349","Krysztzof",1,0,1,101,3,138
"2350","kto",1,0,1,16,0,22
"2351","Kuddl Klien",1,0,1,22,1,7
"2352","kuede",1,0,1,533,45,9737
"2353","Kvardek du",1,0,1,122,25,34
"2354","landfahrer",1,0,1,39,44,8730
"2355","lanxana",1,0,1,41,8,132
"2356","laoban",1,0,1,75,0,5
"2357","Larsene",1,0,1,1,1,1
"2358","laubwolf",1,0,1,6,0,2
"2359","Laura Rivas",1,0,1,1,0,0
"2360","lauraine",1,0,1,1,0,9
"2361","Laure Lamour",1,0,1,3,0,4
"2362","Ldm Public",1,0,1,14,0,5
"2363","Le Bouchet",1,0,1,18,5,417
"2364","Léa33",1,0,1,1,0,1
"2365","Leaucean",1,0,1,8,0,8
"2366","Legnac",1,0,1,791,181,552
"2367","Leinad1996",1,0,1,22,2,33
"2368","Les petits débrouillards Grand Ouest",1,0,1,3,0,1
"2369","leto_02",1,0,1,2,2,208
"2370","Lidane",1,0,1,2,3,0
"2371","Lingiber",1,0,1,4,0,0
"2372","littlecharly",1,0,1,26,19,17816
"2373","Liz KOS",1,0,1,87,4,0
"2374","lo275",1,0,1,56,0,26
"2375","Locomotrice",1,0,1,5,0,8
"2376","loé",1,0,1,26,1,1
"2377","Lola de Paris",1,0,1,4,0,3
"2378","loled",1,0,1,27,0,15
"2379","lompre",1,0,1,4,0,0
"2380","lorenzoguidotti",1,0,1,26,13,266
"2381","lothy",1,0,1,45,0,11
"2382","Louis-Paul",1,0,1,792,128,3757
"2383","Louise Ravion",1,0,1,24,0,0
"2384","ltdm",1,0,1,12,0,10
"2385","Luc de Murard",1,0,1,4,0,0
"2386","lucadidomenico",1,0,1,1,0,0
"2387","Ludovic Leray",1,0,1,3,0,6
"2388","Luke_ae",1,0,1,12,0,14
"2389","lyjojo",1,0,1,1,0,0
"2390","M1r077",1,0,1,7,0,0
"2391","M47759",1,0,1,2,0,1
"2392","MacDony",1,0,1,29864,9245,333
"2393","MadininaD",1,0,1,52,0,11
"2394","maeverey",1,0,1,13,0,3
"2395","mahau",1,0,1,1609,10,391
"2396","makio-blois",1,0,1,48,50,16
"2397","Mammi71",1,0,1,65,92,8
"2398","Manon F",1,0,1,6,0,0
"2399","Map'Man",1,0,1,77,0,20
"2400","Marc Vayer",1,0,1,18,0,6
"2401","Marc_ch",1,0,1,177,25,47
"2402","Marcos Dione",1,0,1,287,32,101
"2403","margin-auto",1,0,1,362,747,33
"2404","Martj9",1,0,1,1404,80,3099
"2405","maruku67",1,0,1,24,24,67
"2406","mat5352",1,0,1,36,2,219
"2407","Matheo Bekiri",1,0,1,77,8,25
"2408","Mathias06",1,0,1,32,4,56
"2409","Mathieu 37",1,0,1,13,2,9
"2410","matt_twam_asi",1,0,1,19,0,15
"2411","maxenceperon",1,0,1,2,0,2
"2412","maxicar",1,0,1,1,0,9
"2413","Maximethemaper",1,0,1,34,0,26
"2414","Maximilien76",1,0,1,175,135,329
"2415","MaxMad",1,0,1,6,0,22
"2416","Mazarie29",1,0,1,54,0,82
"2417","Mazuritz",1,0,1,22,1,8
"2418","MDiziere",1,0,1,1,0,0
"2419","Mech",1,0,1,4,0,3
"2420","Mehdi_44",1,0,1,384,1,11328
"2421","melous marie-france",1,0,1,3,0,0
"2422","mentor",1,0,1,6,0,9
"2423","metalgamer",1,0,1,70,9,329
"2424","Mgilles",1,0,1,5,0,25
"2425","miarnaud",1,0,1,110,25,225
"2426","Michael AOCD",1,0,1,237,54,9
"2427","Michelwald",1,0,1,689,4,80441
"2428","mikebond",1,0,1,263,0,21
"2429","Milo26",1,0,1,5,0,1
"2430","misht",1,0,1,51,52,82
"2431","MixamNDC",1,0,1,6,1,7
"2432","mofenu",1,0,1,2,0,0
"2433","molivier",1,0,1,52,11,127
"2434","mongoltweets",1,0,1,15,0,8
"2435","Moon25",1,0,1,1,0,1
"2436","moritzwilliam",1,0,1,19,2,2229
"2437","Mostagaga",1,0,1,13,3,16
"2438","MrCruiser",1,0,1,20,3,39
"2439","msuch0012",1,0,1,3,0,0
"2440","Multipass",1,0,1,3,0,2
"2441","mvmr",1,0,1,3,0,1
"2442","NadalL",1,0,1,32,0,40
"2443","NAF27",1,0,1,30,0,2
